from,to,dist
1,2,31.374162659370683
1,3,108.16925382936816
1,4,59.32575432540201
1,5,57.15968081156903
1,6,53.49004300064568
1,7,31.066401162157653
1,8,10.262007790882892
1,9,56.212142679841506
1,10,49.31578856056576
1,11,113.71008413098934
1,12,59.22852977125767
1,13,59.22979327016519
1,14,40.24237493385568
1,15,34.93190594429405
1,16,49.13316308699066
1,17,83.50533537996918
1,18,49.14505488181523
1,19,52.199417232903144
1,20,131.96430180849086
1,21,89.65085596855872
1,22,70.71763966741779
1,23,138.28233112846237
1,24,69.57700994401759
1,25,121.7502709816436
1,26,102.02123993866746
1,27,37.097737588906746
1,28,75.14275623088363
1,29,40.25334586740668
1,30,87.76390001049657
1,31,48.23669549212235
1,32,82.07634497446705
1,33,40.81760788764937
1,34,63.0900709082183
1,35,91.86564306898214
1,36,78.93873510005967
1,37,18.803447892846386
1,38,52.64314045166399
1,39,71.10111321594292
1,40,66.27484766092653
1,41,48.83819339111972
1,42,65.37957564397482
1,43,53.39096469278739
1,44,50.085856764763925
1,45,52.69292347257809
1,46,54.19926348091963
1,47,74.69554510679359
1,48,18.61541751200574
1,49,52.15428519469573
1,50,63.33860337513836
1,51,22.770883601821872
1,52,112.82071560501994
1,53,11.816036541180363
1,54,62.60736863178404
1,55,70.93391044347266
1,56,79.96950459642093
1,57,32.868455758692384
1,58,20.876840558131416
1,59,13.043890204292524
1,60,22.64056425595889
1,61,46.259434800368936
1,62,60.911670979441766
1,63,85.66900100679551
1,64,57.35285173352995
1,65,82.61407363186993
1,66,31.660080156896143
1,67,39.33147061079204
1,68,76.30087452354417
1,69,52.45637376138025
1,70,94.3097762470578
1,71,37.869186381743766
1,72,18.656737280174543
2,3,77.98415248943913
2,4,30.67173109881646
2,5,25.785518152198353
2,6,24.7720789996385
2,7,51.81162271656012
2,8,21.112154868487792
2,9,26.21517552530787
2,10,31.90269218113506
2,11,82.33592147161866
2,12,27.854367111886987
2,13,37.74319224132009
2,14,8.868212274484996
2,15,41.18148553615892
2,16,17.759000427619977
2,17,54.43371203918785
2,18,19.199926140267923
2,19,33.439653371161526
2,20,100.59013914912018
2,21,58.27669330918805
2,22,71.13954416332211
2,23,108.09722978853333
2,24,60.95492932410421
2,25,91.5651696417146
2,26,72.94961659788613
2,27,5.723574929536063
2,28,46.02250435054226
2,29,15.806017239118129
2,30,56.3897373511259
2,31,16.862532832751665
2,32,50.702182315096366
2,33,23.30851619921936
2,34,34.01844756743698
2,35,60.491480409611455
2,36,47.56457244068899
2,37,16.68137413277257
2,38,51.46817970664836
2,39,48.4598734244017
2,40,63.73914139926447
2,41,45.44757299325546
2,42,36.73664042602498
2,43,28.12787234256249
2,44,40.742597559606494
2,45,49.91809356592978
2,46,24.014162140990617
2,47,43.321382447422906
2,48,39.36063906640821
2,49,20.780122535325052
2,50,44.925764106497304
2,51,31.156828860214713
2,52,81.44655294564926
2,53,42.790645137899425
2,54,31.23320597241336
2,55,42.52434101033232
2,56,58.482903567575825
2,57,7.189666970010521
2,58,48.5154755444353
2,59,20.093632418327708
2,60,54.01472691532957
2,61,47.28203691156604
2,62,30.726569639512743
2,63,55.48389966686649
2,64,33.43752565993941
2,65,51.23991097249925
2,66,52.40530171129861
2,67,19.098534877622043
2,68,44.92671186417349
2,69,24.256628541193137
2,70,62.93561358768713
2,71,30.077008682939603
2,72,50.03089993954523
3,4,49.20272165909918
3,5,55.506986008821386
3,6,54.98884500892965
3,7,119.2510882986853
3,8,97.90724603848524
3,9,53.09085284455388
3,10,74.7887357663296
3,11,10.70968842593397
3,12,55.2156325245119
3,13,59.85634739508633
3,14,73.91326169456387
3,15,96.56375808208612
3,16,70.10324577651227
3,17,24.973552629606154
3,18,59.02526756326313
3,19,66.97104572968117
3,20,103.61857678374282
3,21,24.584853414193233
3,22,111.70481969835927
3,23,30.113077299094208
3,24,87.32078924346212
3,25,13.581017152275466
3,26,23.723629493343037
3,27,73.58245344032568
3,28,33.40796783407207
3,29,69.02449872614301
3,30,36.226075151177206
3,31,62.90992036099148
3,32,54.753987031725714
3,33,72.61088945946211
3,34,45.388817101357034
3,35,63.5199180442341
3,36,42.068013464641936
3,37,90.4743967007033
3,38,95.82843004410609
3,39,55.33157868954589
3,40,101.05980662990468
3,41,90.50178670134368
3,42,43.17728396550181
3,43,56.058257615626225
3,44,83.62462450779371
3,45,93.44212998930236
3,46,53.96999034844851
3,47,39.54016427595837
3,48,113.15366163433892
3,49,59.17891598185709
3,50,69.81087300723297
3,51,100.0589311077475
3,52,84.4749905802719
3,53,119.58573630789688
3,54,61.75671911260633
3,55,38.38984754243215
3,56,62.30909838910805
3,57,75.30079807067577
3,58,122.308498112366
3,59,98.07778490776684
3,60,130.6145397546391
3,61,95.41906248601704
3,62,47.25758284992638
3,63,22.50025282257263
3,64,54.27629336992227
3,65,47.56748020269344
3,66,119.47834554128578
3,67,71.36122484024688
3,68,49.86095225912043
3,69,56.072102223120936
3,70,39.24855774233477
3,71,84.9606283278256
3,72,126.8259911095427
4,5,15.073610977437884
4,6,5.899652099177959
4,7,72.26195793212136
4,8,49.06374653451912
4,9,11.143085739175516
4,10,29.847467781746424
4,11,59.9114665495687
4,12,20.28529116473678
4,13,19.202570468245035
4,14,29.22182470968458
4,15,49.574627715522155
4,16,29.49590907740078
4,17,24.229169029493026
4,18,11.946847621314454
4,19,22.72254154922799
4,20,96.25140134260847
4,21,35.85223838713809
4,22,70.82166180086008
4,23,79.3157989581934
4,24,46.66701231662083
4,25,62.78373881137465
4,26,42.7450735881913
4,27,27.604917637234188
4,28,16.07155165103341
4,29,19.821777067043826
4,30,39.52266759441647
4,31,19.447220065410395
4,32,46.39316060292339
4,33,24.936375935399244
4,34,4.411027676072314
4,35,56.15274260309975
4,36,34.177037857778956
4,37,41.27167504160411
4,38,51.67567790457453
4,39,21.709292422917432
4,40,60.40602970306339
4,41,46.24271587369801
4,42,6.096192638209752
4,43,7.62721601921499
4,44,39.47187236826217
4,45,49.2383533953599
4,46,8.748902454830063
4,47,26.454312690713472
4,48,63.95093997523975
4,49,16.837709363578398
4,50,29.15709608039168
4,51,52.38441758368463
4,52,77.10781513913756
4,53,70.74223680393075
4,54,33.5719101517071
4,55,11.854443008421038
4,56,31.736721560138104
4,57,26.45729856670963
4,58,73.10577645326683
4,59,50.765363517144166
4,60,81.41181809553993
4,61,50.717075259575594
4,62,8.299583425567972
4,63,28.37023492134877
4,64,10.609932203387874
4,65,40.79049676823204
4,66,72.48921517472182
4,67,22.701897531104105
4,68,37.02746232093504
4,69,6.86938056402176
4,70,46.0685438309777
4,71,37.286114803762736
4,72,77.98249160557656
