time,dist,path
185.81331528909504,748.0,47->81->6->51->88->5->93->94->95->98->58->91->36->97->92->84->60->15->90->37->85->43->13->42->14->56->86->41->1->22->55->74->40->21->73->71->72->20->39->57->52->100->26->68->0->49->75->76->2->78->32->80->8->50->19->29->69->30->87->61->9->10->18->46->35->48->63->62->89->31->65->70->34->64->33->77->28->23->53->54->24->3->38->66->79->67->11->25->27->12->96->99->16->44->7->82->59->4->83->17->45
212.32216458395123,744.0,42->41->86->1->56->14->40->21->73->71->72->20->39->57->52->100->26->68->0->49->75->76->2->78->32->80->8->50->19->65->70->34->64->33->77->28->67->79->11->25->3->55->74->22->66->38->24->54->53->23->98->58->91->97->36->99->90->15->60->84->92->95->94->93->5->88->17->82->59->4->83->16->44->7->45->35->46->47->81->6->87->61->9->89->62->63->48->18->10->31->29->69->30->51->27->12->96->13->43->85->37
196.52038261666894,749.0,13->42->14->56->1->86->96->91->58->98->95->94->93->5->88->17->82->59->4->83->16->44->7->45->35->48->63->6->81->47->46->18->10->61->9->89->62->31->65->64->70->34->33->77->78->2->76->75->49->0->68->26->27->25->11->67->79->23->28->53->54->24->38->22->66->3->55->74->73->21->40->71->72->20->39->57->12->36->97->84->90->99->41->37->85->43->15->60->92->51->87->30->69->29->19->50->8->80->32->100->52
200.0371867120266,713.0,76->2->78->77->33->34->70->64->65->19->50->8->80->32->49->0->68->26->100->27->52->57->39->25->11->79->67->28->23->53->54->24->38->55->22->66->3->20->72->73->71->74->21->40->14->42->41->56->1->86->96->94->93->5->95->98->58->91->97->36->99->90->84->92->60->15->43->13->37->85->16->83->4->59->82->17->88->51->87->6->81->7->44->45->46->35->48->63->10->18->61->9->62->89->31->29->69->30->47->12->75
199.72869420424104,745.0,15->90->99->36->97->91->96->86->41->13->43->85->37->42->14->56->1->20->72->71->73->21->40->74->55->3->38->22->66->24->54->53->79->67->77->33->34->64->50->8->32->80->78->2->76->75->49->0->68->30->87->61->18->10->63->62->89->31->9->69->29->19->65->70->28->23->11->25->39->57->52->27->26->100->88->5->93->94->95->98->58->92->84->60->4->83->82->59->17->51->6->81->47->46->35->48->45->7->44->16->12
203.63469740748405,760.0,17->82->59->4->83->16->44->7->45->35->46->47->81->6->87->61->9->69->29->19->50->8->80->32->78->2->76->75->49->0->68->26->100->52->57->39->1->56->14->42->37->85->15->43->13->41->86->96->94->93->5->95->98->58->91->36->97->99->90->84->60->92->12->88->51->30->31->89->62->10->18->63->48->65->70->64->34->33->77->28->23->79->67->11->25->27->53->54->24->55->38->22->66->40->21->74->73->71->72->20->3
195.39969002082944,747.0,74->55->38->66->22->40->21->73->71->72->20->3->53->23->28->67->79->11->25->39->57->12->93->94->96->86->41->42->14->56->1->52->100->27->68->0->49->75->76->2->78->32->80->77->33->34->64->70->65->19->29->50->8->31->89->62->10->18->46->47->81->6->87->51->88->5->95->98->58->92->84->90->99->36->97->91->4->59->82->17->7->44->16->83->60->15->43->13->37->85->45->35->48->63->61->9->69->30->26->24->54
203.01801311969757,722.0,27->25->11->79->67->23->28->77->33->34->64->70->65->19->31->89->62->63->48->35->46->18->10->61->9->69->29->50->32->80->8->78->2->76->75->49->0->68->26->100->52->57->39->20->72->71->73->21->40->56->14->42->41->43->13->37->85->15->60->83->4->59->82->17->51->30->87->6->81->47->45->7->44->16->90->99->84->92->95->98->58->91->96->86->12->93->5->88->94->36->97->1->74->38->3->53->54->24->66->22->55
210.36647507734597,738.0,74->3->53->67->79->11->25->27->100->52->57->12->93->94->96->91->58->98->95->5->88->51->17->82->59->4->83->16->44->7->81->47->46->18->61->9->69->29->19->65->70->64->34->33->77->78->2->76->75->49->0->68->30->87->6->45->35->48->63->10->62->31->89->50->8->80->32->28->23->54->24->38->66->22->55->72->20->39->1->86->41->99->36->97->84->92->60->15->90->43->85->37->13->42->14->56->40->21->73->71->26
209.29835250787437,742.0,26->100->52->57->12->93->94->96->86->41->42->14->56->1->20->72->71->74->73->21->40->22->66->38->55->3->53->67->79->11->25->27->32->80->77->33->34->70->64->65->19->50->8->78->2->76->75->49->0->68->30->87->6->51->88->5->95->98->58->91->92->97->36->99->90->84->60->15->43->13->37->85->16->44->83->4->59->82->7->81->47->46->35->48->63->62->89->31->29->69->9->61->10->18->45->17->39->24->54->23->28
